model,nrmse
Conv;34;10;relu,0.3129729072371916
UNet;12;2;relu,0.42107062051602406
Res;26;8;relu,0.22853807235620946
FNO;12;18;4;gelu,1.0274420143598042
Dil;2;32;2;relu,0.2792458521291388
