time_step,mean_nRMSE,publication_net
73,0.25864488,Conv;34;10;relu
74,0.26338622,Conv;34;10;relu
75,0.26816243,Conv;34;10;relu
76,0.27300304,Conv;34;10;relu
77,0.2778696,Conv;34;10;relu
78,0.28280017,Conv;34;10;relu
79,0.28775203,Conv;34;10;relu
80,0.29272446,Conv;34;10;relu
81,0.2977341,Conv;34;10;relu
82,0.30269757,Conv;34;10;relu
83,0.30765402,Conv;34;10;relu
84,0.31263387,Conv;34;10;relu
85,0.3175918,Conv;34;10;relu
86,0.32241273,Conv;34;10;relu
87,0.32719055,Conv;34;10;relu
88,0.33192495,Conv;34;10;relu
89,0.3365721,Conv;34;10;relu
90,0.3411304,Conv;34;10;relu
91,0.34557754,Conv;34;10;relu
92,0.3500054,Conv;34;10;relu
93,0.3544715,Conv;34;10;relu
94,0.3589223,Conv;34;10;relu
95,0.36333144,Conv;34;10;relu
96,0.36772093,Conv;34;10;relu
97,0.37215108,Conv;34;10;relu
98,0.37663126,Conv;34;10;relu
99,0.38116178,Conv;34;10;relu
100,0.38581103,Conv;34;10;relu
101,0.3906081,Conv;34;10;relu
102,0.3955305,Conv;34;10;relu
103,0.4005988,Conv;34;10;relu
104,0.40583053,Conv;34;10;relu
105,0.41125435,Conv;34;10;relu
106,0.4168571,Conv;34;10;relu
107,0.42264634,Conv;34;10;relu
108,0.4286557,Conv;34;10;relu
109,0.4348612,Conv;34;10;relu
110,0.44121525,Conv;34;10;relu
111,0.44767052,Conv;34;10;relu
112,0.45424464,Conv;34;10;relu
113,0.4609418,Conv;34;10;relu
114,0.46774107,Conv;34;10;relu
115,0.47460416,Conv;34;10;relu
116,0.48153988,Conv;34;10;relu
117,0.48853627,Conv;34;10;relu
118,0.49557853,Conv;34;10;relu
119,0.50264966,Conv;34;10;relu
120,0.50973696,Conv;34;10;relu
121,0.5168186,Conv;34;10;relu
122,0.5238976,Conv;34;10;relu
123,0.5309641,Conv;34;10;relu
124,0.5380465,Conv;34;10;relu
125,0.54511803,Conv;34;10;relu
126,0.5521816,Conv;34;10;relu
127,0.5592453,Conv;34;10;relu
128,0.56631005,Conv;34;10;relu
129,0.5733703,Conv;34;10;relu
130,0.58042,Conv;34;10;relu
131,0.5874633,Conv;34;10;relu
132,0.59450066,Conv;34;10;relu
133,0.60153943,Conv;34;10;relu
134,0.60857683,Conv;34;10;relu
135,0.6156089,Conv;34;10;relu
136,0.6226373,Conv;34;10;relu
137,0.62966454,Conv;34;10;relu
138,0.6366964,Conv;34;10;relu
139,0.6437507,Conv;34;10;relu
140,0.6508332,Conv;34;10;relu
141,0.6579537,Conv;34;10;relu
142,0.6651063,Conv;34;10;relu
143,0.6722868,Conv;34;10;relu
144,0.6794756,Conv;34;10;relu
145,0.6866555,Conv;34;10;relu
146,0.69379187,Conv;34;10;relu
147,0.7008725,Conv;34;10;relu
148,0.7079418,Conv;34;10;relu
149,0.71500355,Conv;34;10;relu
150,0.7220614,Conv;34;10;relu
151,0.72912896,Conv;34;10;relu
152,0.7362051,Conv;34;10;relu
153,0.7433106,Conv;34;10;relu
154,0.7504436,Conv;34;10;relu
155,0.7575947,Conv;34;10;relu
156,0.7647606,Conv;34;10;relu
157,0.7719332,Conv;34;10;relu
158,0.77911013,Conv;34;10;relu
159,0.78629136,Conv;34;10;relu
160,0.7935021,Conv;34;10;relu
161,0.80075496,Conv;34;10;relu
162,0.80803895,Conv;34;10;relu
163,0.8153483,Conv;34;10;relu
164,0.8226648,Conv;34;10;relu
165,0.8299905,Conv;34;10;relu
166,0.8373284,Conv;34;10;relu
167,0.844684,Conv;34;10;relu
168,0.85205007,Conv;34;10;relu
169,0.859424,Conv;34;10;relu
170,0.8668104,Conv;34;10;relu
171,0.874196,Conv;34;10;relu
172,0.8815914,Conv;34;10;relu
173,0.8889995,Conv;34;10;relu
174,0.8964356,Conv;34;10;relu
175,0.9038861,Conv;34;10;relu
176,0.9113575,Conv;34;10;relu
177,0.9188499,Conv;34;10;relu
178,0.9263529,Conv;34;10;relu
179,0.93387055,Conv;34;10;relu
180,0.94140345,Conv;34;10;relu
181,0.9489605,Conv;34;10;relu
182,0.9565586,Conv;34;10;relu
183,0.96416223,Conv;34;10;relu
184,0.9717617,Conv;34;10;relu
185,0.97935385,Conv;34;10;relu
186,0.9869301,Conv;34;10;relu
187,0.9944893,Conv;34;10;relu
188,1.0020212,Conv;34;10;relu
189,1.0095341,Conv;34;10;relu
190,1.017001,Conv;34;10;relu
191,1.0244411,Conv;34;10;relu
192,1.0318651,Conv;34;10;relu
193,1.0392888,Conv;34;10;relu
194,1.0467055,Conv;34;10;relu
195,1.0541123,Conv;34;10;relu
196,1.0615,Conv;34;10;relu
197,1.068875,Conv;34;10;relu
198,1.0762486,Conv;34;10;relu
199,1.0836257,Conv;34;10;relu
200,1.0909724,Conv;34;10;relu
1,0.0053419345,Conv;34;10;relu
2,0.0089024855,Conv;34;10;relu
3,0.012276227,Conv;34;10;relu
4,0.01567678,Conv;34;10;relu
5,0.018694941,Conv;34;10;relu
6,0.021234196,Conv;34;10;relu
7,0.024606185,Conv;34;10;relu
8,0.028303385,Conv;34;10;relu
9,0.032057736,Conv;34;10;relu
10,0.035958793,Conv;34;10;relu
11,0.039673276,Conv;34;10;relu
12,0.043075357,Conv;34;10;relu
13,0.046252847,Conv;34;10;relu
14,0.04914671,Conv;34;10;relu
15,0.051200703,Conv;34;10;relu
16,0.053058483,Conv;34;10;relu
17,0.055344127,Conv;34;10;relu
18,0.05807202,Conv;34;10;relu
19,0.06044766,Conv;34;10;relu
20,0.062268186,Conv;34;10;relu
21,0.06385125,Conv;34;10;relu
22,0.065666564,Conv;34;10;relu
23,0.06752241,Conv;34;10;relu
24,0.06977799,Conv;34;10;relu
25,0.072131254,Conv;34;10;relu
26,0.07448791,Conv;34;10;relu
27,0.07650146,Conv;34;10;relu
28,0.078538425,Conv;34;10;relu
29,0.08065973,Conv;34;10;relu
30,0.08287208,Conv;34;10;relu
31,0.08493795,Conv;34;10;relu
32,0.08680298,Conv;34;10;relu
33,0.08863179,Conv;34;10;relu
34,0.09065696,Conv;34;10;relu
35,0.092892,Conv;34;10;relu
36,0.09521456,Conv;34;10;relu
37,0.09748669,Conv;34;10;relu
38,0.09966696,Conv;34;10;relu
39,0.10187629,Conv;34;10;relu
40,0.10418283,Conv;34;10;relu
41,0.10649812,Conv;34;10;relu
42,0.10888961,Conv;34;10;relu
43,0.11126566,Conv;34;10;relu
44,0.11356948,Conv;34;10;relu
45,0.11585537,Conv;34;10;relu
46,0.11814601,Conv;34;10;relu
47,0.12042017,Conv;34;10;relu
48,0.122581504,Conv;34;10;relu
49,0.12478721,Conv;34;10;relu
50,0.12688604,Conv;34;10;relu
51,0.12896875,Conv;34;10;relu
52,0.13100925,Conv;34;10;relu
53,0.13288167,Conv;34;10;relu
54,0.13469456,Conv;34;10;relu
55,0.13646483,Conv;34;10;relu
56,0.1381978,Conv;34;10;relu
57,0.13984384,Conv;34;10;relu
58,0.1414132,Conv;34;10;relu
59,0.14290185,Conv;34;10;relu
60,0.14427955,Conv;34;10;relu
61,0.14554474,Conv;34;10;relu
62,0.146738,Conv;34;10;relu
63,0.14797261,Conv;34;10;relu
64,0.14919488,Conv;34;10;relu
65,0.15041026,Conv;34;10;relu
66,0.15167949,Conv;34;10;relu
67,0.1529334,Conv;34;10;relu
68,0.15414809,Conv;34;10;relu
69,0.15543121,Conv;34;10;relu
70,0.1568015,Conv;34;10;relu
71,0.15830156,Conv;34;10;relu
72,0.15984863,Conv;34;10;relu
73,0.1614819,Conv;34;10;relu
74,0.1631939,Conv;34;10;relu
75,0.16493723,Conv;34;10;relu
76,0.1667017,Conv;34;10;relu
77,0.16850425,Conv;34;10;relu
78,0.17034142,Conv;34;10;relu
79,0.17218204,Conv;34;10;relu
80,0.17399743,Conv;34;10;relu
81,0.1757287,Conv;34;10;relu
82,0.17733887,Conv;34;10;relu
83,0.17887749,Conv;34;10;relu
84,0.18032822,Conv;34;10;relu
85,0.18169107,Conv;34;10;relu
86,0.18299343,Conv;34;10;relu
87,0.18425225,Conv;34;10;relu
88,0.18550016,Conv;34;10;relu
89,0.18667722,Conv;34;10;relu
90,0.18776765,Conv;34;10;relu
91,0.1887661,Conv;34;10;relu
92,0.18973637,Conv;34;10;relu
93,0.19069801,Conv;34;10;relu
94,0.19162212,Conv;34;10;relu
95,0.19253857,Conv;34;10;relu
96,0.19346373,Conv;34;10;relu
97,0.19440521,Conv;34;10;relu
98,0.19533722,Conv;34;10;relu
99,0.1963209,Conv;34;10;relu
100,0.19739805,Conv;34;10;relu
101,0.19856423,Conv;34;10;relu
102,0.19978245,Conv;34;10;relu
103,0.20103468,Conv;34;10;relu
104,0.20233925,Conv;34;10;relu
105,0.20374231,Conv;34;10;relu
106,0.20525604,Conv;34;10;relu
107,0.20682174,Conv;34;10;relu
108,0.20841381,Conv;34;10;relu
109,0.21001709,Conv;34;10;relu
110,0.2116541,Conv;34;10;relu
111,0.21329401,Conv;34;10;relu
112,0.21492687,Conv;34;10;relu
113,0.21655513,Conv;34;10;relu
114,0.21817163,Conv;34;10;relu
115,0.21973217,Conv;34;10;relu
116,0.22122772,Conv;34;10;relu
117,0.22268215,Conv;34;10;relu
118,0.22408925,Conv;34;10;relu
119,0.22543202,Conv;34;10;relu
120,0.2266966,Conv;34;10;relu
121,0.2279304,Conv;34;10;relu
122,0.22913128,Conv;34;10;relu
123,0.23033638,Conv;34;10;relu
124,0.23156148,Conv;34;10;relu
125,0.23281461,Conv;34;10;relu
126,0.23408583,Conv;34;10;relu
127,0.23533075,Conv;34;10;relu
128,0.23657851,Conv;34;10;relu
129,0.23784874,Conv;34;10;relu
130,0.23913765,Conv;34;10;relu
131,0.2404672,Conv;34;10;relu
132,0.24185713,Conv;34;10;relu
133,0.24329522,Conv;34;10;relu
134,0.24478735,Conv;34;10;relu
135,0.24632955,Conv;34;10;relu
136,0.24791057,Conv;34;10;relu
137,0.24953866,Conv;34;10;relu
138,0.25119513,Conv;34;10;relu
139,0.25287864,Conv;34;10;relu
140,0.2545997,Conv;34;10;relu
141,0.25636485,Conv;34;10;relu
142,0.25814697,Conv;34;10;relu
143,0.25994378,Conv;34;10;relu
144,0.26174912,Conv;34;10;relu
145,0.26356798,Conv;34;10;relu
146,0.26541066,Conv;34;10;relu
147,0.26728192,Conv;34;10;relu
148,0.2692131,Conv;34;10;relu
149,0.2712228,Conv;34;10;relu
150,0.27333155,Conv;34;10;relu
151,0.27552316,Conv;34;10;relu
152,0.2777596,Conv;34;10;relu
153,0.2800008,Conv;34;10;relu
154,0.2822474,Conv;34;10;relu
155,0.2844957,Conv;34;10;relu
156,0.2867687,Conv;34;10;relu
157,0.28907806,Conv;34;10;relu
158,0.29141644,Conv;34;10;relu
159,0.29377285,Conv;34;10;relu
160,0.29615113,Conv;34;10;relu
161,0.29854664,Conv;34;10;relu
162,0.30098066,Conv;34;10;relu
163,0.30345663,Conv;34;10;relu
164,0.30596098,Conv;34;10;relu
165,0.30849653,Conv;34;10;relu
166,0.3110744,Conv;34;10;relu
167,0.31372103,Conv;34;10;relu
168,0.3164393,Conv;34;10;relu
169,0.31921315,Conv;34;10;relu
170,0.32203823,Conv;34;10;relu
171,0.3249137,Conv;34;10;relu
172,0.32779825,Conv;34;10;relu
173,0.33069816,Conv;34;10;relu
174,0.3336097,Conv;34;10;relu
175,0.33653697,Conv;34;10;relu
176,0.33949336,Conv;34;10;relu
177,0.34248886,Conv;34;10;relu
178,0.3455215,Conv;34;10;relu
179,0.34860167,Conv;34;10;relu
180,0.35171854,Conv;34;10;relu
181,0.35486344,Conv;34;10;relu
182,0.3580274,Conv;34;10;relu
183,0.3612278,Conv;34;10;relu
184,0.36446244,Conv;34;10;relu
185,0.36772308,Conv;34;10;relu
186,0.37099472,Conv;34;10;relu
187,0.37425828,Conv;34;10;relu
188,0.37750107,Conv;34;10;relu
189,0.38073206,Conv;34;10;relu
190,0.38393474,Conv;34;10;relu
191,0.38709694,Conv;34;10;relu
192,0.39022973,Conv;34;10;relu
193,0.3933513,Conv;34;10;relu
194,0.39647278,Conv;34;10;relu
195,0.39961627,Conv;34;10;relu
196,0.40277573,Conv;34;10;relu
197,0.40594196,Conv;34;10;relu
198,0.40909126,Conv;34;10;relu
199,0.41221783,Conv;34;10;relu
200,0.41531116,Conv;34;10;relu
1,0.006181728,Conv;34;10;relu
2,0.010208285,Conv;34;10;relu
3,0.014567498,Conv;34;10;relu
4,0.019165823,Conv;34;10;relu
5,0.023510698,Conv;34;10;relu
6,0.026657773,Conv;34;10;relu
7,0.029798029,Conv;34;10;relu
8,0.033604585,Conv;34;10;relu
9,0.037640847,Conv;34;10;relu
10,0.04181003,Conv;34;10;relu
11,0.04641052,Conv;34;10;relu
12,0.050904028,Conv;34;10;relu
13,0.055281807,Conv;34;10;relu
14,0.059139524,Conv;34;10;relu
15,0.062736094,Conv;34;10;relu
16,0.06586434,Conv;34;10;relu
17,0.069048464,Conv;34;10;relu
18,0.072537094,Conv;34;10;relu
19,0.07613498,Conv;34;10;relu
20,0.07949737,Conv;34;10;relu
21,0.08283831,Conv;34;10;relu
22,0.08601815,Conv;34;10;relu
23,0.089174256,Conv;34;10;relu
24,0.09216375,Conv;34;10;relu
25,0.09511364,Conv;34;10;relu
26,0.098084085,Conv;34;10;relu
27,0.101003736,Conv;34;10;relu
28,0.103944264,Conv;34;10;relu
29,0.106724165,Conv;34;10;relu
30,0.10950937,Conv;34;10;relu
31,0.11223871,Conv;34;10;relu
32,0.11505572,Conv;34;10;relu
33,0.1177656,Conv;34;10;relu
34,0.120399766,Conv;34;10;relu
35,0.12308197,Conv;34;10;relu
36,0.12573305,Conv;34;10;relu
37,0.12839916,Conv;34;10;relu
38,0.13093898,Conv;34;10;relu
39,0.13349807,Conv;34;10;relu
40,0.13611548,Conv;34;10;relu
41,0.13880491,Conv;34;10;relu
42,0.14154163,Conv;34;10;relu
43,0.14425142,Conv;34;10;relu
44,0.147082,Conv;34;10;relu
45,0.1500372,Conv;34;10;relu
46,0.15290637,Conv;34;10;relu
47,0.15577799,Conv;34;10;relu
48,0.15859982,Conv;34;10;relu
49,0.16120234,Conv;34;10;relu
50,0.1638996,Conv;34;10;relu
51,0.16660807,Conv;34;10;relu
52,0.16939613,Conv;34;10;relu
53,0.17223111,Conv;34;10;relu
54,0.17506257,Conv;34;10;relu
55,0.17789303,Conv;34;10;relu
56,0.1806412,Conv;34;10;relu
57,0.18337144,Conv;34;10;relu
58,0.18604523,Conv;34;10;relu
59,0.18866874,Conv;34;10;relu
60,0.19134772,Conv;34;10;relu
61,0.19400917,Conv;34;10;relu
62,0.19651075,Conv;34;10;relu
63,0.19896702,Conv;34;10;relu
64,0.20144787,Conv;34;10;relu
65,0.20396486,Conv;34;10;relu
66,0.20656925,Conv;34;10;relu
67,0.20934364,Conv;34;10;relu
68,0.21228135,Conv;34;10;relu
69,0.21538383,Conv;34;10;relu
70,0.21865812,Conv;34;10;relu
71,0.2220317,Conv;34;10;relu
72,0.22548974,Conv;34;10;relu
73,0.22915849,Conv;34;10;relu
74,0.23293556,Conv;34;10;relu
75,0.23680216,Conv;34;10;relu
76,0.24085993,Conv;34;10;relu
77,0.2450601,Conv;34;10;relu
78,0.24943501,Conv;34;10;relu
79,0.25396362,Conv;34;10;relu
80,0.25857535,Conv;34;10;relu
81,0.26327604,Conv;34;10;relu
82,0.2680536,Conv;34;10;relu
83,0.2728654,Conv;34;10;relu
84,0.27766454,Conv;34;10;relu
85,0.28237972,Conv;34;10;relu
86,0.28702748,Conv;34;10;relu
87,0.29163525,Conv;34;10;relu
88,0.29616368,Conv;34;10;relu
89,0.30069607,Conv;34;10;relu
90,0.30525225,Conv;34;10;relu
91,0.3097878,Conv;34;10;relu
92,0.31430972,Conv;34;10;relu
93,0.3188283,Conv;34;10;relu
94,0.3233754,Conv;34;10;relu
95,0.3279597,Conv;34;10;relu
96,0.33254945,Conv;34;10;relu
97,0.33717585,Conv;34;10;relu
98,0.3418346,Conv;34;10;relu
99,0.34657314,Conv;34;10;relu
100,0.3513945,Conv;34;10;relu
101,0.35632142,Conv;34;10;relu
102,0.36134285,Conv;34;10;relu
103,0.36647022,Conv;34;10;relu
104,0.3717341,Conv;34;10;relu
105,0.377151,Conv;34;10;relu
106,0.382773,Conv;34;10;relu
107,0.3885897,Conv;34;10;relu
108,0.39454734,Conv;34;10;relu
109,0.40064335,Conv;34;10;relu
110,0.40687487,Conv;34;10;relu
111,0.41320243,Conv;34;10;relu
112,0.41963178,Conv;34;10;relu
113,0.42614713,Conv;34;10;relu
114,0.4327145,Conv;34;10;relu
115,0.43933102,Conv;34;10;relu
116,0.445962,Conv;34;10;relu
117,0.45261973,Conv;34;10;relu
118,0.4593201,Conv;34;10;relu
119,0.46601486,Conv;34;10;relu
120,0.4726847,Conv;34;10;relu
121,0.4793616,Conv;34;10;relu
122,0.48603907,Conv;34;10;relu
123,0.49268767,Conv;34;10;relu
124,0.49930832,Conv;34;10;relu
125,0.5059058,Conv;34;10;relu
126,0.51250196,Conv;34;10;relu
127,0.5191182,Conv;34;10;relu
128,0.5257558,Conv;34;10;relu
129,0.5324109,Conv;34;10;relu
130,0.5390643,Conv;34;10;relu
131,0.54569644,Conv;34;10;relu
132,0.55234337,Conv;34;10;relu
133,0.55902207,Conv;34;10;relu
134,0.56571233,Conv;34;10;relu
135,0.57238936,Conv;34;10;relu
136,0.5790513,Conv;34;10;relu
137,0.58570504,Conv;34;10;relu
138,0.59236914,Conv;34;10;relu
139,0.5990585,Conv;34;10;relu
140,0.60577655,Conv;34;10;relu
141,0.6125441,Conv;34;10;relu
142,0.61936903,Conv;34;10;relu
143,0.62625045,Conv;34;10;relu
144,0.6331929,Conv;34;10;relu
145,0.640188,Conv;34;10;relu
146,0.64725226,Conv;34;10;relu
147,0.6543894,Conv;34;10;relu
148,0.66159636,Conv;34;10;relu
149,0.66887003,Conv;34;10;relu
150,0.6762095,Conv;34;10;relu
151,0.6836195,Conv;34;10;relu
152,0.69109195,Conv;34;10;relu
153,0.69861585,Conv;34;10;relu
154,0.70617837,Conv;34;10;relu
155,0.7137848,Conv;34;10;relu
156,0.72144634,Conv;34;10;relu
157,0.7291708,Conv;34;10;relu
158,0.7369481,Conv;34;10;relu
159,0.744786,Conv;34;10;relu
160,0.75268614,Conv;34;10;relu
161,0.76063365,Conv;34;10;relu
162,0.76861066,Conv;34;10;relu
163,0.7766013,Conv;34;10;relu
164,0.78462833,Conv;34;10;relu
165,0.7927257,Conv;34;10;relu
166,0.8009215,Conv;34;10;relu
167,0.80921453,Conv;34;10;relu
168,0.8176057,Conv;34;10;relu
169,0.82607967,Conv;34;10;relu
170,0.8345988,Conv;34;10;relu
171,0.84314954,Conv;34;10;relu
172,0.85174423,Conv;34;10;relu
173,0.8603911,Conv;34;10;relu
174,0.86911255,Conv;34;10;relu
175,0.8779014,Conv;34;10;relu
176,0.8867333,Conv;34;10;relu
177,0.89561135,Conv;34;10;relu
178,0.90455455,Conv;34;10;relu
179,0.9135796,Conv;34;10;relu
180,0.92269444,Conv;34;10;relu
181,0.9319061,Conv;34;10;relu
182,0.9411779,Conv;34;10;relu
183,0.9504871,Conv;34;10;relu
184,0.95982057,Conv;34;10;relu
185,0.9691651,Conv;34;10;relu
186,0.9785392,Conv;34;10;relu
187,0.98793334,Conv;34;10;relu
188,0.9973382,Conv;34;10;relu
189,1.0067552,Conv;34;10;relu
190,1.0161952,Conv;34;10;relu
191,1.0256652,Conv;34;10;relu
192,1.0351667,Conv;34;10;relu
193,1.0447088,Conv;34;10;relu
194,1.054277,Conv;34;10;relu
195,1.0638503,Conv;34;10;relu
196,1.0734131,Conv;34;10;relu
197,1.0829718,Conv;34;10;relu
198,1.092506,Conv;34;10;relu
199,1.1020288,Conv;34;10;relu
200,1.1115376,Conv;34;10;relu
1,0.005631151,Conv;34;10;relu
2,0.009249167,Conv;34;10;relu
3,0.012363845,Conv;34;10;relu
4,0.015673634,Conv;34;10;relu
5,0.019031746,Conv;34;10;relu
6,0.022049822,Conv;34;10;relu
7,0.025325753,Conv;34;10;relu
8,0.028939225,Conv;34;10;relu
9,0.03271757,Conv;34;10;relu
10,0.036301326,Conv;34;10;relu
11,0.039661746,Conv;34;10;relu
12,0.04231015,Conv;34;10;relu
13,0.044822074,Conv;34;10;relu
14,0.04709822,Conv;34;10;relu
15,0.048715815,Conv;34;10;relu
16,0.05015536,Conv;34;10;relu
17,0.05190764,Conv;34;10;relu
18,0.054174364,Conv;34;10;relu
19,0.0563274,Conv;34;10;relu
20,0.058365446,Conv;34;10;relu
21,0.0601817,Conv;34;10;relu
22,0.062172487,Conv;34;10;relu
23,0.064365394,Conv;34;10;relu
24,0.06668483,Conv;34;10;relu
25,0.0691132,Conv;34;10;relu
26,0.0715526,Conv;34;10;relu
27,0.073890716,Conv;34;10;relu
28,0.076249525,Conv;34;10;relu
29,0.07882265,Conv;34;10;relu
30,0.08175038,Conv;34;10;relu
31,0.08484896,Conv;34;10;relu
32,0.08806442,Conv;34;10;relu
33,0.09120664,Conv;34;10;relu
34,0.094384044,Conv;34;10;relu
35,0.097571455,Conv;34;10;relu
36,0.10070241,Conv;34;10;relu
37,0.103825524,Conv;34;10;relu
38,0.10706886,Conv;34;10;relu
39,0.11037758,Conv;34;10;relu
40,0.11368833,Conv;34;10;relu
41,0.11701645,Conv;34;10;relu
42,0.120280676,Conv;34;10;relu
43,0.12350165,Conv;34;10;relu
44,0.1266051,Conv;34;10;relu
45,0.12963653,Conv;34;10;relu
46,0.13262528,Conv;34;10;relu
47,0.13550574,Conv;34;10;relu
48,0.13822286,Conv;34;10;relu
49,0.14075918,Conv;34;10;relu
50,0.14316553,Conv;34;10;relu
51,0.1455075,Conv;34;10;relu
52,0.14778048,Conv;34;10;relu
53,0.15001954,Conv;34;10;relu
54,0.15212062,Conv;34;10;relu
55,0.15401176,Conv;34;10;relu
56,0.15585247,Conv;34;10;relu
57,0.15747383,Conv;34;10;relu
58,0.15897818,Conv;34;10;relu
59,0.16040671,Conv;34;10;relu
60,0.16178262,Conv;34;10;relu
61,0.16310672,Conv;34;10;relu
62,0.16440089,Conv;34;10;relu
63,0.16579604,Conv;34;10;relu
64,0.16736303,Conv;34;10;relu
65,0.16899094,Conv;34;10;relu
66,0.17065263,Conv;34;10;relu
67,0.17240752,Conv;34;10;relu
68,0.17435543,Conv;34;10;relu
69,0.17644471,Conv;34;10;relu
70,0.17862658,Conv;34;10;relu
71,0.18093887,Conv;34;10;relu
72,0.18338828,Conv;34;10;relu
73,0.18593372,Conv;34;10;relu
74,0.18852614,Conv;34;10;relu
75,0.19119497,Conv;34;10;relu
76,0.19393814,Conv;34;10;relu
77,0.19670497,Conv;34;10;relu
78,0.19947892,Conv;34;10;relu
79,0.20227136,Conv;34;10;relu
80,0.2050974,Conv;34;10;relu
81,0.20802371,Conv;34;10;relu
82,0.21101551,Conv;34;10;relu
83,0.2140471,Conv;34;10;relu
84,0.2171204,Conv;34;10;relu
85,0.22021453,Conv;34;10;relu
86,0.22329786,Conv;34;10;relu
87,0.22639209,Conv;34;10;relu
88,0.22950302,Conv;34;10;relu
89,0.23256186,Conv;34;10;relu
90,0.23556463,Conv;34;10;relu
91,0.23857643,Conv;34;10;relu
92,0.24160859,Conv;34;10;relu
93,0.24460779,Conv;34;10;relu
94,0.24759749,Conv;34;10;relu
95,0.25060046,Conv;34;10;relu
96,0.25363094,Conv;34;10;relu
97,0.25676203,Conv;34;10;relu
98,0.2599488,Conv;34;10;relu
99,0.26319423,Conv;34;10;relu
100,0.2665165,Conv;34;10;relu
101,0.2699399,Conv;34;10;relu
102,0.27343088,Conv;34;10;relu
103,0.27699184,Conv;34;10;relu
104,0.28062993,Conv;34;10;relu
105,0.2843459,Conv;34;10;relu
106,0.28818524,Conv;34;10;relu
107,0.29215705,Conv;34;10;relu
108,0.29622287,Conv;34;10;relu
109,0.30036923,Conv;34;10;relu
110,0.30457145,Conv;34;10;relu
111,0.30884543,Conv;34;10;relu
112,0.3131983,Conv;34;10;relu
113,0.31759992,Conv;34;10;relu
114,0.32206354,Conv;34;10;relu
115,0.3265936,Conv;34;10;relu
116,0.3312076,Conv;34;10;relu
117,0.3358985,Conv;34;10;relu
118,0.34066018,Conv;34;10;relu
119,0.3454872,Conv;34;10;relu
120,0.35035878,Conv;34;10;relu
121,0.35528812,Conv;34;10;relu
122,0.36030045,Conv;34;10;relu
123,0.36539355,Conv;34;10;relu
124,0.37059605,Conv;34;10;relu
125,0.37588248,Conv;34;10;relu
126,0.38124192,Conv;34;10;relu
127,0.38666943,Conv;34;10;relu
128,0.3921979,Conv;34;10;relu
129,0.39779112,Conv;34;10;relu
130,0.4034447,Conv;34;10;relu
131,0.40915117,Conv;34;10;relu
132,0.4149048,Conv;34;10;relu
133,0.4207525,Conv;34;10;relu
134,0.42667827,Conv;34;10;relu
135,0.4326992,Conv;34;10;relu
