time_step,mean_nRMSE,publication_net
166,1.2338154,Res;26;8;relu
167,1.2309778,Res;26;8;relu
168,1.2266009,Res;26;8;relu
169,1.2265471,Res;26;8;relu
170,1.2249826,Res;26;8;relu
171,1.2273486,Res;26;8;relu
172,1.227479,Res;26;8;relu
173,1.2295641,Res;26;8;relu
174,1.2273539,Res;26;8;relu
175,1.2278097,Res;26;8;relu
176,1.2231859,Res;26;8;relu
177,1.2216768,Res;26;8;relu
178,1.2214721,Res;26;8;relu
179,1.2226653,Res;26;8;relu
180,1.2287115,Res;26;8;relu
181,1.232577,Res;26;8;relu
182,1.2388735,Res;26;8;relu
183,1.241388,Res;26;8;relu
184,1.244496,Res;26;8;relu
185,1.2411505,Res;26;8;relu
186,1.2413429,Res;26;8;relu
187,1.234707,Res;26;8;relu
188,1.2312354,Res;26;8;relu
189,1.2251489,Res;26;8;relu
190,1.2186637,Res;26;8;relu
191,1.215594,Res;26;8;relu
192,1.2117531,Res;26;8;relu
193,1.2106798,Res;26;8;relu
194,1.2108734,Res;26;8;relu
195,1.2114058,Res;26;8;relu
196,1.2138646,Res;26;8;relu
197,1.2174152,Res;26;8;relu
198,1.2217519,Res;26;8;relu
199,1.2264341,Res;26;8;relu
200,1.2322128,Res;26;8;relu
1,0.0032424282,Res;26;8;relu
2,0.0045555197,Res;26;8;relu
3,0.0061521013,Res;26;8;relu
4,0.007942888,Res;26;8;relu
5,0.009982383,Res;26;8;relu
6,0.012486848,Res;26;8;relu
7,0.0150362775,Res;26;8;relu
8,0.017762957,Res;26;8;relu
9,0.02071904,Res;26;8;relu
10,0.023674667,Res;26;8;relu
11,0.026743283,Res;26;8;relu
12,0.030363303,Res;26;8;relu
13,0.034252193,Res;26;8;relu
14,0.038084105,Res;26;8;relu
15,0.042171586,Res;26;8;relu
16,0.046228882,Res;26;8;relu
17,0.050405573,Res;26;8;relu
18,0.05477705,Res;26;8;relu
19,0.059271354,Res;26;8;relu
20,0.063381,Res;26;8;relu
21,0.06684871,Res;26;8;relu
22,0.07039706,Res;26;8;relu
23,0.07538162,Res;26;8;relu
24,0.082268186,Res;26;8;relu
25,0.08989328,Res;26;8;relu
26,0.097118765,Res;26;8;relu
27,0.10321016,Res;26;8;relu
28,0.10908376,Res;26;8;relu
29,0.114912495,Res;26;8;relu
30,0.119752586,Res;26;8;relu
31,0.12441096,Res;26;8;relu
32,0.1314793,Res;26;8;relu
33,0.14136994,Res;26;8;relu
34,0.15142214,Res;26;8;relu
35,0.15997057,Res;26;8;relu
36,0.16739862,Res;26;8;relu
37,0.17490657,Res;26;8;relu
38,0.18344806,Res;26;8;relu
39,0.19273654,Res;26;8;relu
40,0.20210132,Res;26;8;relu
41,0.2125011,Res;26;8;relu
42,0.22376709,Res;26;8;relu
43,0.23456503,Res;26;8;relu
44,0.24503897,Res;26;8;relu
45,0.25754148,Res;26;8;relu
46,0.27288347,Res;26;8;relu
47,0.2896555,Res;26;8;relu
48,0.30630353,Res;26;8;relu
49,0.3238624,Res;26;8;relu
50,0.34309745,Res;26;8;relu
51,0.36303526,Res;26;8;relu
52,0.3820358,Res;26;8;relu
53,0.3981674,Res;26;8;relu
54,0.41030666,Res;26;8;relu
55,0.41967213,Res;26;8;relu
56,0.4290703,Res;26;8;relu
57,0.44058186,Res;26;8;relu
58,0.4549047,Res;26;8;relu
59,0.47167975,Res;26;8;relu
60,0.48999006,Res;26;8;relu
61,0.5082471,Res;26;8;relu
62,0.52489805,Res;26;8;relu
63,0.5386292,Res;26;8;relu
64,0.5498958,Res;26;8;relu
65,0.56153405,Res;26;8;relu
66,0.5753819,Res;26;8;relu
67,0.5909799,Res;26;8;relu
68,0.60766643,Res;26;8;relu
69,0.62480694,Res;26;8;relu
70,0.64147204,Res;26;8;relu
71,0.65693223,Res;26;8;relu
72,0.67098254,Res;26;8;relu
73,0.6851026,Res;26;8;relu
74,0.70086676,Res;26;8;relu
75,0.7185988,Res;26;8;relu
76,0.7378784,Res;26;8;relu
77,0.7581158,Res;26;8;relu
78,0.7776472,Res;26;8;relu
79,0.795531,Res;26;8;relu
80,0.812469,Res;26;8;relu
81,0.8287404,Res;26;8;relu
82,0.8444451,Res;26;8;relu
83,0.86030316,Res;26;8;relu
84,0.8770023,Res;26;8;relu
85,0.89366907,Res;26;8;relu
86,0.9099453,Res;26;8;relu
87,0.9265501,Res;26;8;relu
88,0.94419324,Res;26;8;relu
89,0.96300596,Res;26;8;relu
90,0.9824204,Res;26;8;relu
91,1.0017152,Res;26;8;relu
92,1.02108,Res;26;8;relu
93,1.0406879,Res;26;8;relu
94,1.0598245,Res;26;8;relu
95,1.0771781,Res;26;8;relu
96,1.0920557,Res;26;8;relu
97,1.1044829,Res;26;8;relu
98,1.1147779,Res;26;8;relu
99,1.124288,Res;26;8;relu
100,1.1350516,Res;26;8;relu
101,1.1480974,Res;26;8;relu
102,1.1622618,Res;26;8;relu
103,1.1755948,Res;26;8;relu
104,1.187473,Res;26;8;relu
105,1.1991786,Res;26;8;relu
106,1.2119347,Res;26;8;relu
107,1.2258809,Res;26;8;relu
108,1.2401582,Res;26;8;relu
109,1.2532563,Res;26;8;relu
110,1.2653128,Res;26;8;relu
111,1.2775028,Res;26;8;relu
112,1.2894557,Res;26;8;relu
113,1.2999398,Res;26;8;relu
114,1.3081023,Res;26;8;relu
115,1.3146915,Res;26;8;relu
116,1.320179,Res;26;8;relu
117,1.3248266,Res;26;8;relu
118,1.3284055,Res;26;8;relu
119,1.3301296,Res;26;8;relu
120,1.3298475,Res;26;8;relu
121,1.3281378,Res;26;8;relu
122,1.3255793,Res;26;8;relu
123,1.3219969,Res;26;8;relu
124,1.3171667,Res;26;8;relu
125,1.3130045,Res;26;8;relu
126,1.3113481,Res;26;8;relu
127,1.3123987,Res;26;8;relu
128,1.3154042,Res;26;8;relu
129,1.3200935,Res;26;8;relu
130,1.326451,Res;26;8;relu
131,1.3335819,Res;26;8;relu
132,1.3405629,Res;26;8;relu
133,1.3478155,Res;26;8;relu
134,1.356024,Res;26;8;relu
135,1.3647907,Res;26;8;relu
136,1.3731314,Res;26;8;relu
137,1.3804904,Res;26;8;relu
138,1.3870503,Res;26;8;relu
139,1.3930895,Res;26;8;relu
140,1.3983533,Res;26;8;relu
141,1.4019182,Res;26;8;relu
142,1.4026589,Res;26;8;relu
143,1.4002165,Res;26;8;relu
144,1.3957391,Res;26;8;relu
145,1.3912231,Res;26;8;relu
146,1.3874323,Res;26;8;relu
147,1.3838307,Res;26;8;relu
148,1.3808413,Res;26;8;relu
149,1.3786336,Res;26;8;relu
150,1.3765359,Res;26;8;relu
151,1.3743935,Res;26;8;relu
152,1.3737223,Res;26;8;relu
153,1.3768849,Res;26;8;relu
154,1.3852478,Res;26;8;relu
155,1.397187,Res;26;8;relu
156,1.4095821,Res;26;8;relu
157,1.4202543,Res;26;8;relu
158,1.4289278,Res;26;8;relu
159,1.436185,Res;26;8;relu
160,1.4419969,Res;26;8;relu
161,1.4467225,Res;26;8;relu
162,1.4515812,Res;26;8;relu
163,1.4567114,Res;26;8;relu
164,1.4613514,Res;26;8;relu
165,1.4645026,Res;26;8;relu
166,1.4654269,Res;26;8;relu
167,1.4643868,Res;26;8;relu
168,1.4612002,Res;26;8;relu
169,1.4549843,Res;26;8;relu
170,1.4458392,Res;26;8;relu
171,1.4350066,Res;26;8;relu
172,1.4243562,Res;26;8;relu
173,1.4166689,Res;26;8;relu
174,1.4138492,Res;26;8;relu
175,1.4147083,Res;26;8;relu
176,1.4165121,Res;26;8;relu
177,1.4175664,Res;26;8;relu
178,1.418356,Res;26;8;relu
179,1.4201834,Res;26;8;relu
180,1.423366,Res;26;8;relu
181,1.4268379,Res;26;8;relu
182,1.4296252,Res;26;8;relu
183,1.4317789,Res;26;8;relu
184,1.4334263,Res;26;8;relu
185,1.4339145,Res;26;8;relu
186,1.4322518,Res;26;8;relu
187,1.4277099,Res;26;8;relu
188,1.4207077,Res;26;8;relu
189,1.412254,Res;26;8;relu
190,1.403394,Res;26;8;relu
191,1.3959523,Res;26;8;relu
192,1.3916762,Res;26;8;relu
193,1.3900694,Res;26;8;relu
194,1.3894993,Res;26;8;relu
195,1.3890464,Res;26;8;relu
196,1.3881783,Res;26;8;relu
197,1.3858001,Res;26;8;relu
198,1.3807374,Res;26;8;relu
199,1.373627,Res;26;8;relu
200,1.3668616,Res;26;8;relu
1,0.0034614888,Res;26;8;relu
2,0.0049716737,Res;26;8;relu
3,0.0064399834,Res;26;8;relu
4,0.008289078,Res;26;8;relu
5,0.010493073,Res;26;8;relu
6,0.013116693,Res;26;8;relu
7,0.015979959,Res;26;8;relu
8,0.019043548,Res;26;8;relu
9,0.022010097,Res;26;8;relu
10,0.025367286,Res;26;8;relu
11,0.029104209,Res;26;8;relu
12,0.033060465,Res;26;8;relu
13,0.03740727,Res;26;8;relu
14,0.041943565,Res;26;8;relu
15,0.046595484,Res;26;8;relu
16,0.051088694,Res;26;8;relu
17,0.055480603,Res;26;8;relu
18,0.05985039,Res;26;8;relu
19,0.06403533,Res;26;8;relu
20,0.06830476,Res;26;8;relu
21,0.07352299,Res;26;8;relu
22,0.08009898,Res;26;8;relu
23,0.08813402,Res;26;8;relu
24,0.09745673,Res;26;8;relu
25,0.107134745,Res;26;8;relu
26,0.11561175,Res;26;8;relu
27,0.12212612,Res;26;8;relu
28,0.12681547,Res;26;8;relu
29,0.1300854,Res;26;8;relu
30,0.13183859,Res;26;8;relu
31,0.13398044,Res;26;8;relu
32,0.13900915,Res;26;8;relu
33,0.14772666,Res;26;8;relu
34,0.15869881,Res;26;8;relu
35,0.16984515,Res;26;8;relu
36,0.17989974,Res;26;8;relu
37,0.18801491,Res;26;8;relu
38,0.1963664,Res;26;8;relu
39,0.20697056,Res;26;8;relu
40,0.21878338,Res;26;8;relu
41,0.23203757,Res;26;8;relu
42,0.2468403,Res;26;8;relu
43,0.26242408,Res;26;8;relu
44,0.27882496,Res;26;8;relu
45,0.29597545,Res;26;8;relu
46,0.31341195,Res;26;8;relu
47,0.32970542,Res;26;8;relu
48,0.34409818,Res;26;8;relu
49,0.3572929,Res;26;8;relu
50,0.370763,Res;26;8;relu
51,0.3855235,Res;26;8;relu
52,0.40197733,Res;26;8;relu
53,0.4201019,Res;26;8;relu
54,0.43877813,Res;26;8;relu
55,0.45667976,Res;26;8;relu
56,0.47385785,Res;26;8;relu
57,0.49103537,Res;26;8;relu
58,0.5080472,Res;26;8;relu
59,0.5241375,Res;26;8;relu
60,0.5399233,Res;26;8;relu
61,0.5569117,Res;26;8;relu
62,0.574857,Res;26;8;relu
63,0.5926365,Res;26;8;relu
64,0.6101275,Res;26;8;relu
65,0.6293283,Res;26;8;relu
66,0.6511809,Res;26;8;relu
67,0.6744433,Res;26;8;relu
68,0.6981885,Res;26;8;relu
69,0.721716,Res;26;8;relu
70,0.74311733,Res;26;8;relu
71,0.7604866,Res;26;8;relu
72,0.7731489,Res;26;8;relu
73,0.78270257,Res;26;8;relu
74,0.79150754,Res;26;8;relu
75,0.8008379,Res;26;8;relu
76,0.81136566,Res;26;8;relu
77,0.8233272,Res;26;8;relu
78,0.835962,Res;26;8;relu
79,0.84836453,Res;26;8;relu
80,0.86083794,Res;26;8;relu
81,0.87490875,Res;26;8;relu
82,0.8907762,Res;26;8;relu
83,0.9076786,Res;26;8;relu
84,0.92557514,Res;26;8;relu
85,0.9444565,Res;26;8;relu
86,0.96386236,Res;26;8;relu
87,0.98324907,Res;26;8;relu
88,1.0023859,Res;26;8;relu
89,1.0212284,Res;26;8;relu
90,1.0394331,Res;26;8;relu
91,1.0574545,Res;26;8;relu
92,1.0761486,Res;26;8;relu
93,1.0956563,Res;26;8;relu
94,1.1156096,Res;26;8;relu
95,1.1360985,Res;26;8;relu
96,1.1556528,Res;26;8;relu
97,1.1716527,Res;26;8;relu
98,1.1828372,Res;26;8;relu
99,1.191259,Res;26;8;relu
100,1.199748,Res;26;8;relu
101,1.2096817,Res;26;8;relu
102,1.2207948,Res;26;8;relu
103,1.232005,Res;26;8;relu
104,1.2422997,Res;26;8;relu
105,1.2511637,Res;26;8;relu
106,1.2589159,Res;26;8;relu
107,1.2659515,Res;26;8;relu
108,1.2722324,Res;26;8;relu
109,1.2775701,Res;26;8;relu
110,1.2827736,Res;26;8;relu
111,1.289005,Res;26;8;relu
112,1.2962879,Res;26;8;relu
113,1.3032901,Res;26;8;relu
114,1.3088869,Res;26;8;relu
115,1.3121225,Res;26;8;relu
116,1.3133076,Res;26;8;relu
117,1.3143175,Res;26;8;relu
118,1.3164684,Res;26;8;relu
119,1.3197379,Res;26;8;relu
120,1.3233094,Res;26;8;relu
121,1.3260964,Res;26;8;relu
122,1.3278848,Res;26;8;relu
123,1.3285904,Res;26;8;relu
124,1.328414,Res;26;8;relu
125,1.3286016,Res;26;8;relu
126,1.3300104,Res;26;8;relu
127,1.3325065,Res;26;8;relu
128,1.3352845,Res;26;8;relu
129,1.3377466,Res;26;8;relu
130,1.3409715,Res;26;8;relu
131,1.3458668,Res;26;8;relu
132,1.3520976,Res;26;8;relu
133,1.3588966,Res;26;8;relu
134,1.3661648,Res;26;8;relu
135,1.3737454,Res;26;8;relu
136,1.3811098,Res;26;8;relu
137,1.3878025,Res;26;8;relu
138,1.3929343,Res;26;8;relu
139,1.3962009,Res;26;8;relu
140,1.398,Res;26;8;relu
141,1.3991113,Res;26;8;relu
142,1.3996103,Res;26;8;relu
143,1.398997,Res;26;8;relu
144,1.3970243,Res;26;8;relu
145,1.3939893,Res;26;8;relu
146,1.3911703,Res;26;8;relu
147,1.3901072,Res;26;8;relu
148,1.3908768,Res;26;8;relu
149,1.3924536,Res;26;8;relu
150,1.3926189,Res;26;8;relu
151,1.3906239,Res;26;8;relu
152,1.3872253,Res;26;8;relu
153,1.3836384,Res;26;8;relu
154,1.3808115,Res;26;8;relu
155,1.3784953,Res;26;8;relu
156,1.3762281,Res;26;8;relu
157,1.3743204,Res;26;8;relu
158,1.3742309,Res;26;8;relu
159,1.376383,Res;26;8;relu
160,1.3785714,Res;26;8;relu
161,1.3790954,Res;26;8;relu
162,1.3789893,Res;26;8;relu
163,1.3801628,Res;26;8;relu
164,1.383422,Res;26;8;relu
165,1.3886452,Res;26;8;relu
166,1.3943063,Res;26;8;relu
167,1.398844,Res;26;8;relu
168,1.4005353,Res;26;8;relu
169,1.397163,Res;26;8;relu
170,1.3891313,Res;26;8;relu
171,1.3800154,Res;26;8;relu
172,1.3733609,Res;26;8;relu
173,1.3705107,Res;26;8;relu
174,1.3703147,Res;26;8;relu
175,1.3707358,Res;26;8;relu
176,1.3703003,Res;26;8;relu
177,1.3694798,Res;26;8;relu
178,1.3695765,Res;26;8;relu
179,1.3709438,Res;26;8;relu
180,1.3724662,Res;26;8;relu
181,1.3730251,Res;26;8;relu
182,1.3717693,Res;26;8;relu
183,1.3683463,Res;26;8;relu
184,1.3636539,Res;26;8;relu
185,1.3595979,Res;26;8;relu
186,1.3572626,Res;26;8;relu
187,1.3568026,Res;26;8;relu
188,1.3579801,Res;26;8;relu
189,1.3608781,Res;26;8;relu
190,1.3643998,Res;26;8;relu
191,1.3671676,Res;26;8;relu
192,1.3693173,Res;26;8;relu
193,1.3712379,Res;26;8;relu
194,1.3728168,Res;26;8;relu
195,1.3732965,Res;26;8;relu
196,1.3721291,Res;26;8;relu
197,1.3691213,Res;26;8;relu
198,1.3651936,Res;26;8;relu
199,1.362001,Res;26;8;relu
200,1.3613819,Res;26;8;relu
1,0.0042231022,Res;26;8;relu
2,0.0063069584,Res;26;8;relu
3,0.008652507,Res;26;8;relu
4,0.01112546,Res;26;8;relu
5,0.014289229,Res;26;8;relu
6,0.017902352,Res;26;8;relu
7,0.021933546,Res;26;8;relu
8,0.025906552,Res;26;8;relu
9,0.030307163,Res;26;8;relu
10,0.035089005,Res;26;8;relu
11,0.040311012,Res;26;8;relu
12,0.045579735,Res;26;8;relu
13,0.05043556,Res;26;8;relu
14,0.055888865,Res;26;8;relu
15,0.061527368,Res;26;8;relu
16,0.0670043,Res;26;8;relu
17,0.07215795,Res;26;8;relu
18,0.07761023,Res;26;8;relu
19,0.083953165,Res;26;8;relu
20,0.09068158,Res;26;8;relu
21,0.097897194,Res;26;8;relu
22,0.10611643,Res;26;8;relu
23,0.116087414,Res;26;8;relu
24,0.12767525,Res;26;8;relu
25,0.13950752,Res;26;8;relu
26,0.14953887,Res;26;8;relu
27,0.15786602,Res;26;8;relu
28,0.16493195,Res;26;8;relu
29,0.17181899,Res;26;8;relu
30,0.17731568,Res;26;8;relu
31,0.18441588,Res;26;8;relu
32,0.19546828,Res;26;8;relu
33,0.20937416,Res;26;8;relu
34,0.2241282,Res;26;8;relu
35,0.23932576,Res;26;8;relu
36,0.2556536,Res;26;8;relu
37,0.27075884,Res;26;8;relu
38,0.28284538,Res;26;8;relu
39,0.29489353,Res;26;8;relu
40,0.3108623,Res;26;8;relu
41,0.32963482,Res;26;8;relu
42,0.34953317,Res;26;8;relu
43,0.36953342,Res;26;8;relu
44,0.3903787,Res;26;8;relu
45,0.41447228,Res;26;8;relu
46,0.4414136,Res;26;8;relu
47,0.4691603,Res;26;8;relu
48,0.49668372,Res;26;8;relu
49,0.5226588,Res;26;8;relu
50,0.54610753,Res;26;8;relu
51,0.5660089,Res;26;8;relu
52,0.58236784,Res;26;8;relu
53,0.594171,Res;26;8;relu
54,0.60024345,Res;26;8;relu
55,0.60311425,Res;26;8;relu
56,0.6072689,Res;26;8;relu
57,0.6155779,Res;26;8;relu
58,0.62799424,Res;26;8;relu
59,0.64274275,Res;26;8;relu
60,0.65847635,Res;26;8;relu
61,0.67520374,Res;26;8;relu
62,0.6933318,Res;26;8;relu
63,0.7107638,Res;26;8;relu
64,0.72636503,Res;26;8;relu
65,0.73939013,Res;26;8;relu
66,0.75127006,Res;26;8;relu
67,0.7629206,Res;26;8;relu
68,0.7778189,Res;26;8;relu
69,0.7962471,Res;26;8;relu
70,0.81710124,Res;26;8;relu
71,0.8372623,Res;26;8;relu
72,0.85558236,Res;26;8;relu
73,0.8725436,Res;26;8;relu
74,0.88783616,Res;26;8;relu
75,0.9029102,Res;26;8;relu
76,0.9173412,Res;26;8;relu
77,0.9334075,Res;26;8;relu
78,0.95084786,Res;26;8;relu
79,0.970556,Res;26;8;relu
80,0.991295,Res;26;8;relu
81,1.0123241,Res;26;8;relu
82,1.0313736,Res;26;8;relu
83,1.0476685,Res;26;8;relu
84,1.06215,Res;26;8;relu
85,1.0765105,Res;26;8;relu
86,1.0924122,Res;26;8;relu
87,1.1072067,Res;26;8;relu
88,1.1199669,Res;26;8;relu
89,1.1296589,Res;26;8;relu
90,1.1403117,Res;26;8;relu
91,1.1513126,Res;26;8;relu
92,1.1641251,Res;26;8;relu
93,1.1764662,Res;26;8;relu
94,1.1891862,Res;26;8;relu
95,1.2004148,Res;26;8;relu
96,1.2096434,Res;26;8;relu
97,1.2152479,Res;26;8;relu
98,1.2181275,Res;26;8;relu
99,1.2196695,Res;26;8;relu
100,1.2221079,Res;26;8;relu
101,1.2283692,Res;26;8;relu
102,1.2377061,Res;26;8;relu
103,1.2497649,Res;26;8;relu
104,1.2595376,Res;26;8;relu
105,1.2675894,Res;26;8;relu
106,1.2732992,Res;26;8;relu
107,1.2798572,Res;26;8;relu
108,1.2873437,Res;26;8;relu
109,1.2968731,Res;26;8;relu
110,1.3073374,Res;26;8;relu
111,1.3189881,Res;26;8;relu
112,1.3297411,Res;26;8;relu
113,1.3411381,Res;26;8;relu
114,1.3501642,Res;26;8;relu
115,1.3580921,Res;26;8;relu
116,1.3641634,Res;26;8;relu
117,1.3689864,Res;26;8;relu
118,1.3723128,Res;26;8;relu
119,1.3745649,Res;26;8;relu
120,1.3759142,Res;26;8;relu
121,1.3777709,Res;26;8;relu
122,1.3791283,Res;26;8;relu
123,1.3820212,Res;26;8;relu
124,1.385864,Res;26;8;relu
125,1.3917359,Res;26;8;relu
126,1.3976728,Res;26;8;relu
127,1.4009202,Res;26;8;relu
128,1.401247,Res;26;8;relu
129,1.397834,Res;26;8;relu
130,1.392266,Res;26;8;relu
131,1.3848572,Res;26;8;relu
132,1.3775095,Res;26;8;relu
133,1.3731719,Res;26;8;relu
134,1.3716431,Res;26;8;relu
135,1.3714186,Res;26;8;relu
136,1.3703314,Res;26;8;relu
137,1.36636,Res;26;8;relu
138,1.3611963,Res;26;8;relu
139,1.3549216,Res;26;8;relu
140,1.3513263,Res;26;8;relu
141,1.3496765,Res;26;8;relu
142,1.3516263,Res;26;8;relu
143,1.3537302,Res;26;8;relu
144,1.3578235,Res;26;8;relu
145,1.3620459,Res;26;8;relu
146,1.3671603,Res;26;8;relu
147,1.3705232,Res;26;8;relu
148,1.3735509,Res;26;8;relu
149,1.3764058,Res;26;8;relu
150,1.3799369,Res;26;8;relu
151,1.3832188,Res;26;8;relu
152,1.3859417,Res;26;8;relu
153,1.3877864,Res;26;8;relu
154,1.3870382,Res;26;8;relu
155,1.3861421,Res;26;8;relu
156,1.3817637,Res;26;8;relu
157,1.3809276,Res;26;8;relu
158,1.3789551,Res;26;8;relu
159,1.3819157,Res;26;8;relu
160,1.3835031,Res;26;8;relu
161,1.3868138,Res;26;8;relu
162,1.389308,Res;26;8;relu
163,1.3933643,Res;26;8;relu
164,1.3975735,Res;26;8;relu
165,1.4028077,Res;26;8;relu
166,1.407076,Res;26;8;relu
167,1.4108685,Res;26;8;relu
168,1.4124495,Res;26;8;relu
169,1.4132292,Res;26;8;relu
170,1.4101863,Res;26;8;relu
171,1.4080496,Res;26;8;relu
172,1.4049994,Res;26;8;relu
173,1.4067854,Res;26;8;relu
174,1.4095838,Res;26;8;relu
175,1.4166527,Res;26;8;relu
176,1.421593,Res;26;8;relu
177,1.4278203,Res;26;8;relu
178,1.4320375,Res;26;8;relu
179,1.438801,Res;26;8;relu
180,1.4430567,Res;26;8;relu
181,1.4468088,Res;26;8;relu
182,1.4460292,Res;26;8;relu
183,1.4428741,Res;26;8;relu
184,1.4371971,Res;26;8;relu
185,1.4299318,Res;26;8;relu
186,1.4228855,Res;26;8;relu
187,1.4167463,Res;26;8;relu
188,1.4118108,Res;26;8;relu
189,1.4087003,Res;26;8;relu
190,1.4052207,Res;26;8;relu
191,1.4007537,Res;26;8;relu
192,1.3967634,Res;26;8;relu
193,1.3945042,Res;26;8;relu
194,1.3939577,Res;26;8;relu
195,1.3955313,Res;26;8;relu
196,1.397747,Res;26;8;relu
197,1.400845,Res;26;8;relu
198,1.4020307,Res;26;8;relu
199,1.4016546,Res;26;8;relu
200,1.3998781,Res;26;8;relu
1,0.003411749,Res;26;8;relu
2,0.00483024,Res;26;8;relu
3,0.006500979,Res;26;8;relu
4,0.008205011,Res;26;8;relu
5,0.010295507,Res;26;8;relu
6,0.012621442,Res;26;8;relu
7,0.015325321,Res;26;8;relu
8,0.018004782,Res;26;8;relu
9,0.020805143,Res;26;8;relu
10,0.023645632,Res;26;8;relu
11,0.026662447,Res;26;8;relu
12,0.030483974,Res;26;8;relu
13,0.0347114,Res;26;8;relu
14,0.038989957,Res;26;8;relu
15,0.04345917,Res;26;8;relu
16,0.04775646,Res;26;8;relu
17,0.051786512,Res;26;8;relu
18,0.05604386,Res;26;8;relu
19,0.060993437,Res;26;8;relu
20,0.066313125,Res;26;8;relu
21,0.072193556,Res;26;8;relu
22,0.07922472,Res;26;8;relu
23,0.08760676,Res;26;8;relu
24,0.09641659,Res;26;8;relu
25,0.10382847,Res;26;8;relu
26,0.10912582,Res;26;8;relu
27,0.113539286,Res;26;8;relu
28,0.11879233,Res;26;8;relu
29,0.12474792,Res;26;8;relu
30,0.1298824,Res;26;8;relu
31,0.13475733,Res;26;8;relu
32,0.14146589,Res;26;8;relu
33,0.15087378,Res;26;8;relu
34,0.16088459,Res;26;8;relu
35,0.17060892,Res;26;8;relu
36,0.18063198,Res;26;8;relu
37,0.19126575,Res;26;8;relu
38,0.20324357,Res;26;8;relu
39,0.2177429,Res;26;8;relu
40,0.23382631,Res;26;8;relu
41,0.25090864,Res;26;8;relu
42,0.2683211,Res;26;8;relu
43,0.28512785,Res;26;8;relu
44,0.30112302,Res;26;8;relu
45,0.31781548,Res;26;8;relu
46,0.3375832,Res;26;8;relu
47,0.35974753,Res;26;8;relu
48,0.38152942,Res;26;8;relu
49,0.4016563,Res;26;8;relu
50,0.420306,Res;26;8;relu
51,0.43801025,Res;26;8;relu
52,0.45441094,Res;26;8;relu
53,0.46801686,Res;26;8;relu
54,0.47892782,Res;26;8;relu
55,0.49085116,Res;26;8;relu
56,0.50641775,Res;26;8;relu
57,0.5241524,Res;26;8;relu
58,0.54142827,Res;26;8;relu
59,0.5571363,Res;26;8;relu
60,0.57221,Res;26;8;relu
61,0.5882116,Res;26;8;relu
62,0.6060637,Res;26;8;relu
63,0.6250745,Res;26;8;relu
64,0.64423263,Res;26;8;relu
65,0.66401917,Res;26;8;relu
66,0.6846978,Res;26;8;relu
67,0.7049931,Res;26;8;relu
68,0.72386765,Res;26;8;relu
69,0.7406646,Res;26;8;relu
70,0.75529736,Res;26;8;relu
71,0.7685198,Res;26;8;relu
72,0.78149885,Res;26;8;relu
73,0.794419,Res;26;8;relu
74,0.8068153,Res;26;8;relu
75,0.81752753,Res;26;8;relu
76,0.8263498,Res;26;8;relu
77,0.8340881,Res;26;8;relu
78,0.84178954,Res;26;8;relu
79,0.85081065,Res;26;8;relu
80,0.8619074,Res;26;8;relu
81,0.8748442,Res;26;8;relu
82,0.88922656,Res;26;8;relu
83,0.90527624,Res;26;8;relu
84,0.92316437,Res;26;8;relu
85,0.94259757,Res;26;8;relu
86,0.96264136,Res;26;8;relu
87,0.9824717,Res;26;8;relu
88,1.0017351,Res;26;8;relu
89,1.0206972,Res;26;8;relu
90,1.0395468,Res;26;8;relu
91,1.0582584,Res;26;8;relu
92,1.0766753,Res;26;8;relu
93,1.0951945,Res;26;8;relu
94,1.1143821,Res;26;8;relu
95,1.1338164,Res;26;8;relu
96,1.1519287,Res;26;8;relu
97,1.16632,Res;26;8;relu
98,1.1752248,Res;26;8;relu
99,1.1790991,Res;26;8;relu
100,1.1797175,Res;26;8;relu
101,1.1799749,Res;26;8;relu
102,1.1824448,Res;26;8;relu
103,1.1889879,Res;26;8;relu
104,1.2001944,Res;26;8;relu
105,1.2150524,Res;26;8;relu
106,1.2311522,Res;26;8;relu
107,1.2466998,Res;26;8;relu
108,1.2607101,Res;26;8;relu
109,1.272977,Res;26;8;relu
110,1.2835109,Res;26;8;relu
111,1.2919699,Res;26;8;relu
112,1.2988979,Res;26;8;relu
113,1.3046123,Res;26;8;relu
114,1.3087085,Res;26;8;relu
115,1.3121837,Res;26;8;relu
116,1.3166643,Res;26;8;relu
117,1.3226689,Res;26;8;relu
118,1.329291,Res;26;8;relu
119,1.3350911,Res;26;8;relu
120,1.338794,Res;26;8;relu
121,1.3399258,Res;26;8;relu
122,1.3389195,Res;26;8;relu
123,1.3362669,Res;26;8;relu
124,1.3327253,Res;26;8;relu
125,1.3299372,Res;26;8;relu
126,1.3294301,Res;26;8;relu
127,1.3313323,Res;26;8;relu
128,1.3344346,Res;26;8;relu
129,1.336998,Res;26;8;relu
130,1.3378925,Res;26;8;relu
131,1.3377172,Res;26;8;relu
132,1.3377184,Res;26;8;relu
133,1.339361,Res;26;8;relu
134,1.3425092,Res;26;8;relu
135,1.3461783,Res;26;8;relu
136,1.349294,Res;26;8;relu
137,1.3516703,Res;26;8;relu
138,1.353908,Res;26;8;relu
139,1.3566489,Res;26;8;relu
140,1.3601339,Res;26;8;relu
141,1.3640232,Res;26;8;relu
142,1.3668377,Res;26;8;relu
143,1.3678727,Res;26;8;relu
144,1.3683174,Res;26;8;relu
