time_step,mean_nRMSE,publication_net
89,0.048494022,Conv;34;10;relu
90,0.049011346,Conv;34;10;relu
91,0.049544998,Conv;34;10;relu
92,0.050107967,Conv;34;10;relu
93,0.05069283,Conv;34;10;relu
94,0.05128137,Conv;34;10;relu
95,0.051886573,Conv;34;10;relu
96,0.05252775,Conv;34;10;relu
97,0.053195097,Conv;34;10;relu
98,0.053878445,Conv;34;10;relu
99,0.05456956,Conv;34;10;relu
100,0.05527139,Conv;34;10;relu
101,0.055992857,Conv;34;10;relu
102,0.056733374,Conv;34;10;relu
103,0.057475556,Conv;34;10;relu
104,0.058214474,Conv;34;10;relu
105,0.058978856,Conv;34;10;relu
106,0.059760302,Conv;34;10;relu
107,0.060561005,Conv;34;10;relu
108,0.06138729,Conv;34;10;relu
109,0.062232763,Conv;34;10;relu
110,0.06307777,Conv;34;10;relu
111,0.06392091,Conv;34;10;relu
112,0.06478243,Conv;34;10;relu
113,0.06566531,Conv;34;10;relu
114,0.06655973,Conv;34;10;relu
115,0.0674499,Conv;34;10;relu
116,0.068343624,Conv;34;10;relu
117,0.06924659,Conv;34;10;relu
118,0.07015262,Conv;34;10;relu
119,0.07105068,Conv;34;10;relu
120,0.07194931,Conv;34;10;relu
121,0.072858244,Conv;34;10;relu
122,0.07379323,Conv;34;10;relu
123,0.07476019,Conv;34;10;relu
124,0.07575246,Conv;34;10;relu
125,0.07676873,Conv;34;10;relu
126,0.07780341,Conv;34;10;relu
127,0.07885978,Conv;34;10;relu
128,0.07993065,Conv;34;10;relu
129,0.081022434,Conv;34;10;relu
130,0.0821233,Conv;34;10;relu
131,0.08322653,Conv;34;10;relu
132,0.084338196,Conv;34;10;relu
133,0.08545818,Conv;34;10;relu
134,0.086593226,Conv;34;10;relu
135,0.08774675,Conv;34;10;relu
136,0.088913105,Conv;34;10;relu
137,0.09009304,Conv;34;10;relu
138,0.09129241,Conv;34;10;relu
139,0.092513464,Conv;34;10;relu
140,0.09376731,Conv;34;10;relu
141,0.09505275,Conv;34;10;relu
142,0.09636681,Conv;34;10;relu
143,0.09771141,Conv;34;10;relu
144,0.09907907,Conv;34;10;relu
145,0.10046841,Conv;34;10;relu
146,0.101877674,Conv;34;10;relu
147,0.10329853,Conv;34;10;relu
148,0.10471638,Conv;34;10;relu
149,0.10610942,Conv;34;10;relu
150,0.10747531,Conv;34;10;relu
151,0.108815394,Conv;34;10;relu
152,0.11013593,Conv;34;10;relu
153,0.11144117,Conv;34;10;relu
154,0.11273034,Conv;34;10;relu
155,0.11399973,Conv;34;10;relu
156,0.11525345,Conv;34;10;relu
157,0.11649729,Conv;34;10;relu
158,0.11772991,Conv;34;10;relu
159,0.118952684,Conv;34;10;relu
160,0.12016707,Conv;34;10;relu
161,0.121372715,Conv;34;10;relu
162,0.1225707,Conv;34;10;relu
163,0.123760454,Conv;34;10;relu
164,0.1249426,Conv;34;10;relu
165,0.12611882,Conv;34;10;relu
166,0.12729147,Conv;34;10;relu
167,0.12845989,Conv;34;10;relu
168,0.129621,Conv;34;10;relu
169,0.13077508,Conv;34;10;relu
170,0.13192263,Conv;34;10;relu
171,0.13306469,Conv;34;10;relu
172,0.13419819,Conv;34;10;relu
173,0.13532427,Conv;34;10;relu
174,0.13644448,Conv;34;10;relu
175,0.13756327,Conv;34;10;relu
176,0.13868387,Conv;34;10;relu
177,0.13981126,Conv;34;10;relu
178,0.14094444,Conv;34;10;relu
179,0.14208074,Conv;34;10;relu
180,0.14322151,Conv;34;10;relu
181,0.1443668,Conv;34;10;relu
182,0.14551754,Conv;34;10;relu
183,0.14667812,Conv;34;10;relu
184,0.1478475,Conv;34;10;relu
185,0.14902474,Conv;34;10;relu
186,0.15021092,Conv;34;10;relu
187,0.15140995,Conv;34;10;relu
188,0.15262459,Conv;34;10;relu
189,0.153856,Conv;34;10;relu
190,0.15510684,Conv;34;10;relu
191,0.15637997,Conv;34;10;relu
192,0.15767723,Conv;34;10;relu
193,0.1589975,Conv;34;10;relu
194,0.1603416,Conv;34;10;relu
195,0.16170588,Conv;34;10;relu
196,0.1630862,Conv;34;10;relu
197,0.16447726,Conv;34;10;relu
198,0.16587871,Conv;34;10;relu
199,0.16729039,Conv;34;10;relu
200,0.1687108,Conv;34;10;relu
1,0.0025407872,Conv;34;10;relu
2,0.003795617,Conv;34;10;relu
3,0.0046944045,Conv;34;10;relu
4,0.0054046605,Conv;34;10;relu
5,0.006061045,Conv;34;10;relu
6,0.006759475,Conv;34;10;relu
7,0.007721195,Conv;34;10;relu
8,0.008692627,Conv;34;10;relu
9,0.009673261,Conv;34;10;relu
10,0.010486382,Conv;34;10;relu
11,0.011155602,Conv;34;10;relu
12,0.01177021,Conv;34;10;relu
13,0.012361633,Conv;34;10;relu
14,0.012863921,Conv;34;10;relu
15,0.013329934,Conv;34;10;relu
16,0.013837701,Conv;34;10;relu
17,0.014357478,Conv;34;10;relu
18,0.014656784,Conv;34;10;relu
19,0.015046608,Conv;34;10;relu
20,0.015440823,Conv;34;10;relu
21,0.015888473,Conv;34;10;relu
22,0.016290301,Conv;34;10;relu
23,0.01664392,Conv;34;10;relu
24,0.016948566,Conv;34;10;relu
25,0.017232582,Conv;34;10;relu
26,0.017554468,Conv;34;10;relu
27,0.017891243,Conv;34;10;relu
28,0.01819893,Conv;34;10;relu
29,0.018509114,Conv;34;10;relu
30,0.018863251,Conv;34;10;relu
31,0.019158019,Conv;34;10;relu
32,0.01940398,Conv;34;10;relu
33,0.01967926,Conv;34;10;relu
34,0.019994168,Conv;34;10;relu
35,0.020328855,Conv;34;10;relu
36,0.020641886,Conv;34;10;relu
37,0.020993393,Conv;34;10;relu
38,0.021359336,Conv;34;10;relu
39,0.021756206,Conv;34;10;relu
40,0.022155922,Conv;34;10;relu
41,0.022510622,Conv;34;10;relu
42,0.02287371,Conv;34;10;relu
43,0.023208681,Conv;34;10;relu
44,0.023586202,Conv;34;10;relu
45,0.023969388,Conv;34;10;relu
46,0.024342356,Conv;34;10;relu
47,0.024714097,Conv;34;10;relu
48,0.025042603,Conv;34;10;relu
49,0.025395261,Conv;34;10;relu
50,0.025794216,Conv;34;10;relu
51,0.026168466,Conv;34;10;relu
52,0.026474928,Conv;34;10;relu
53,0.026746219,Conv;34;10;relu
54,0.027046476,Conv;34;10;relu
55,0.027355485,Conv;34;10;relu
56,0.027683914,Conv;34;10;relu
57,0.02802774,Conv;34;10;relu
58,0.028352255,Conv;34;10;relu
59,0.028686097,Conv;34;10;relu
60,0.029058564,Conv;34;10;relu
61,0.02944705,Conv;34;10;relu
62,0.029848857,Conv;34;10;relu
63,0.030270273,Conv;34;10;relu
64,0.030688625,Conv;34;10;relu
65,0.031096423,Conv;34;10;relu
66,0.03151916,Conv;34;10;relu
67,0.032026608,Conv;34;10;relu
68,0.032571126,Conv;34;10;relu
69,0.033102013,Conv;34;10;relu
70,0.03366549,Conv;34;10;relu
71,0.034304947,Conv;34;10;relu
72,0.034972098,Conv;34;10;relu
73,0.03561075,Conv;34;10;relu
74,0.036240034,Conv;34;10;relu
75,0.036887456,Conv;34;10;relu
76,0.037567504,Conv;34;10;relu
77,0.038273722,Conv;34;10;relu
78,0.039015163,Conv;34;10;relu
79,0.03975437,Conv;34;10;relu
80,0.040495604,Conv;34;10;relu
81,0.041246373,Conv;34;10;relu
82,0.042017806,Conv;34;10;relu
83,0.042817608,Conv;34;10;relu
84,0.043642562,Conv;34;10;relu
85,0.044487853,Conv;34;10;relu
86,0.045335885,Conv;34;10;relu
87,0.04619774,Conv;34;10;relu
88,0.04705727,Conv;34;10;relu
89,0.047942575,Conv;34;10;relu
90,0.048802458,Conv;34;10;relu
91,0.049658306,Conv;34;10;relu
92,0.050545793,Conv;34;10;relu
93,0.05144779,Conv;34;10;relu
94,0.05235992,Conv;34;10;relu
95,0.053285673,Conv;34;10;relu
96,0.05422564,Conv;34;10;relu
97,0.05517931,Conv;34;10;relu
98,0.056162514,Conv;34;10;relu
99,0.057188224,Conv;34;10;relu
100,0.058229808,Conv;34;10;relu
101,0.05929708,Conv;34;10;relu
102,0.060386986,Conv;34;10;relu
103,0.06150918,Conv;34;10;relu
104,0.06267199,Conv;34;10;relu
105,0.06386598,Conv;34;10;relu
106,0.0650888,Conv;34;10;relu
107,0.06633212,Conv;34;10;relu
108,0.06758072,Conv;34;10;relu
109,0.06880857,Conv;34;10;relu
110,0.07001754,Conv;34;10;relu
111,0.07121105,Conv;34;10;relu
112,0.072380416,Conv;34;10;relu
113,0.07353446,Conv;34;10;relu
114,0.07467957,Conv;34;10;relu
115,0.07582994,Conv;34;10;relu
116,0.076976605,Conv;34;10;relu
117,0.07812895,Conv;34;10;relu
118,0.0792821,Conv;34;10;relu
119,0.08041355,Conv;34;10;relu
120,0.08152156,Conv;34;10;relu
121,0.082623996,Conv;34;10;relu
122,0.08372994,Conv;34;10;relu
123,0.08484399,Conv;34;10;relu
124,0.085975245,Conv;34;10;relu
125,0.08711386,Conv;34;10;relu
126,0.088262565,Conv;34;10;relu
127,0.089427575,Conv;34;10;relu
128,0.09060311,Conv;34;10;relu
129,0.09178131,Conv;34;10;relu
130,0.09295603,Conv;34;10;relu
131,0.09413758,Conv;34;10;relu
132,0.09533432,Conv;34;10;relu
133,0.09654489,Conv;34;10;relu
134,0.097764894,Conv;34;10;relu
135,0.09898534,Conv;34;10;relu
136,0.100204796,Conv;34;10;relu
137,0.10141836,Conv;34;10;relu
138,0.10263801,Conv;34;10;relu
139,0.10386757,Conv;34;10;relu
140,0.10510679,Conv;34;10;relu
141,0.10635173,Conv;34;10;relu
142,0.10760635,Conv;34;10;relu
143,0.10886668,Conv;34;10;relu
144,0.11013545,Conv;34;10;relu
145,0.11141316,Conv;34;10;relu
146,0.11269987,Conv;34;10;relu
147,0.11400168,Conv;34;10;relu
148,0.115330964,Conv;34;10;relu
149,0.11667949,Conv;34;10;relu
150,0.1180441,Conv;34;10;relu
151,0.11942685,Conv;34;10;relu
152,0.12082159,Conv;34;10;relu
153,0.122233875,Conv;34;10;relu
154,0.12366257,Conv;34;10;relu
155,0.1251097,Conv;34;10;relu
156,0.12657472,Conv;34;10;relu
157,0.12805529,Conv;34;10;relu
158,0.12954769,Conv;34;10;relu
159,0.131041,Conv;34;10;relu
160,0.13253434,Conv;34;10;relu
161,0.13403054,Conv;34;10;relu
162,0.13553253,Conv;34;10;relu
163,0.13703834,Conv;34;10;relu
164,0.13855146,Conv;34;10;relu
165,0.14007337,Conv;34;10;relu
166,0.14160055,Conv;34;10;relu
167,0.14313482,Conv;34;10;relu
168,0.1446775,Conv;34;10;relu
169,0.14622287,Conv;34;10;relu
170,0.14776917,Conv;34;10;relu
171,0.14931239,Conv;34;10;relu
172,0.150853,Conv;34;10;relu
173,0.15239717,Conv;34;10;relu
174,0.15394785,Conv;34;10;relu
175,0.15551035,Conv;34;10;relu
176,0.15708585,Conv;34;10;relu
177,0.1586704,Conv;34;10;relu
178,0.1602657,Conv;34;10;relu
179,0.16186813,Conv;34;10;relu
180,0.16347983,Conv;34;10;relu
181,0.16510166,Conv;34;10;relu
182,0.16673289,Conv;34;10;relu
183,0.16836365,Conv;34;10;relu
184,0.16998476,Conv;34;10;relu
185,0.17158681,Conv;34;10;relu
186,0.17316787,Conv;34;10;relu
187,0.1747247,Conv;34;10;relu
188,0.17625587,Conv;34;10;relu
189,0.17775671,Conv;34;10;relu
190,0.17922857,Conv;34;10;relu
191,0.18067604,Conv;34;10;relu
192,0.1820983,Conv;34;10;relu
193,0.18350126,Conv;34;10;relu
194,0.18488733,Conv;34;10;relu
195,0.18625906,Conv;34;10;relu
196,0.18762279,Conv;34;10;relu
197,0.18897985,Conv;34;10;relu
198,0.1903316,Conv;34;10;relu
199,0.19167954,Conv;34;10;relu
200,0.19302915,Conv;34;10;relu
1,0.0030907216,Conv;34;10;relu
2,0.004489769,Conv;34;10;relu
3,0.005639261,Conv;34;10;relu
4,0.006740355,Conv;34;10;relu
5,0.0076004346,Conv;34;10;relu
6,0.008308884,Conv;34;10;relu
7,0.00915513,Conv;34;10;relu
8,0.009910753,Conv;34;10;relu
9,0.010611919,Conv;34;10;relu
10,0.011230546,Conv;34;10;relu
11,0.012091638,Conv;34;10;relu
12,0.012895862,Conv;34;10;relu
13,0.01373461,Conv;34;10;relu
14,0.0146389175,Conv;34;10;relu
15,0.015488401,Conv;34;10;relu
16,0.016293578,Conv;34;10;relu
17,0.017130667,Conv;34;10;relu
18,0.018003725,Conv;34;10;relu
19,0.018923135,Conv;34;10;relu
20,0.019579852,Conv;34;10;relu
21,0.020255141,Conv;34;10;relu
22,0.020904154,Conv;34;10;relu
23,0.021519186,Conv;34;10;relu
24,0.022142148,Conv;34;10;relu
25,0.022618577,Conv;34;10;relu
26,0.023106087,Conv;34;10;relu
27,0.023771668,Conv;34;10;relu
28,0.024396082,Conv;34;10;relu
29,0.024953319,Conv;34;10;relu
30,0.025433458,Conv;34;10;relu
31,0.0257562,Conv;34;10;relu
32,0.026222393,Conv;34;10;relu
33,0.026788509,Conv;34;10;relu
34,0.027302543,Conv;34;10;relu
35,0.027748922,Conv;34;10;relu
36,0.028137805,Conv;34;10;relu
37,0.028559832,Conv;34;10;relu
38,0.02902033,Conv;34;10;relu
39,0.029491454,Conv;34;10;relu
40,0.02997801,Conv;34;10;relu
41,0.030451342,Conv;34;10;relu
42,0.030916773,Conv;34;10;relu
43,0.0313821,Conv;34;10;relu
44,0.031838637,Conv;34;10;relu
45,0.032203816,Conv;34;10;relu
46,0.032532435,Conv;34;10;relu
47,0.03294169,Conv;34;10;relu
48,0.033291712,Conv;34;10;relu
49,0.03369658,Conv;34;10;relu
50,0.03408578,Conv;34;10;relu
51,0.034421112,Conv;34;10;relu
52,0.034740873,Conv;34;10;relu
53,0.035041247,Conv;34;10;relu
54,0.035334673,Conv;34;10;relu
55,0.035651665,Conv;34;10;relu
56,0.03590655,Conv;34;10;relu
57,0.036230117,Conv;34;10;relu
58,0.036572054,Conv;34;10;relu
59,0.036882553,Conv;34;10;relu
60,0.037221875,Conv;34;10;relu
61,0.03758301,Conv;34;10;relu
62,0.037946355,Conv;34;10;relu
63,0.038319346,Conv;34;10;relu
64,0.038695518,Conv;34;10;relu
65,0.03907513,Conv;34;10;relu
66,0.039468683,Conv;34;10;relu
67,0.03991323,Conv;34;10;relu
68,0.04039335,Conv;34;10;relu
69,0.04088203,Conv;34;10;relu
70,0.041420408,Conv;34;10;relu
71,0.04198413,Conv;34;10;relu
72,0.04256667,Conv;34;10;relu
73,0.043118566,Conv;34;10;relu
74,0.043659136,Conv;34;10;relu
75,0.044221096,Conv;34;10;relu
76,0.044820685,Conv;34;10;relu
77,0.045459718,Conv;34;10;relu
78,0.046125833,Conv;34;10;relu
79,0.046799198,Conv;34;10;relu
80,0.047483917,Conv;34;10;relu
81,0.048175562,Conv;34;10;relu
82,0.048849367,Conv;34;10;relu
83,0.049491707,Conv;34;10;relu
84,0.050105788,Conv;34;10;relu
85,0.050695017,Conv;34;10;relu
86,0.051289696,Conv;34;10;relu
87,0.051883616,Conv;34;10;relu
88,0.05244337,Conv;34;10;relu
89,0.05298268,Conv;34;10;relu
90,0.05351658,Conv;34;10;relu
91,0.05405769,Conv;34;10;relu
92,0.05460351,Conv;34;10;relu
93,0.055173956,Conv;34;10;relu
94,0.055776805,Conv;34;10;relu
95,0.05641166,Conv;34;10;relu
96,0.057078876,Conv;34;10;relu
97,0.057749752,Conv;34;10;relu
98,0.05845562,Conv;34;10;relu
99,0.05922562,Conv;34;10;relu
100,0.060043175,Conv;34;10;relu
101,0.060909986,Conv;34;10;relu
102,0.06180467,Conv;34;10;relu
103,0.06273835,Conv;34;10;relu
104,0.06369792,Conv;34;10;relu
105,0.06468408,Conv;34;10;relu
106,0.06566711,Conv;34;10;relu
107,0.066638164,Conv;34;10;relu
108,0.0676053,Conv;34;10;relu
109,0.068584576,Conv;34;10;relu
110,0.06955071,Conv;34;10;relu
111,0.070535496,Conv;34;10;relu
112,0.07155313,Conv;34;10;relu
113,0.07259757,Conv;34;10;relu
114,0.073652096,Conv;34;10;relu
115,0.074694134,Conv;34;10;relu
116,0.075728856,Conv;34;10;relu
117,0.07675382,Conv;34;10;relu
118,0.07779559,Conv;34;10;relu
119,0.078880176,Conv;34;10;relu
120,0.08001627,Conv;34;10;relu
121,0.08117684,Conv;34;10;relu
122,0.0823283,Conv;34;10;relu
123,0.083468445,Conv;34;10;relu
124,0.08460153,Conv;34;10;relu
125,0.08572905,Conv;34;10;relu
126,0.08684696,Conv;34;10;relu
127,0.08795793,Conv;34;10;relu
128,0.08905651,Conv;34;10;relu
129,0.090139076,Conv;34;10;relu
130,0.091193035,Conv;34;10;relu
131,0.0922363,Conv;34;10;relu
132,0.093271874,Conv;34;10;relu
133,0.09428561,Conv;34;10;relu
134,0.09528645,Conv;34;10;relu
135,0.09628128,Conv;34;10;relu
136,0.097283155,Conv;34;10;relu
137,0.098295525,Conv;34;10;relu
138,0.09931148,Conv;34;10;relu
139,0.100329585,Conv;34;10;relu
140,0.101348646,Conv;34;10;relu
141,0.102378905,Conv;34;10;relu
142,0.10342443,Conv;34;10;relu
143,0.10448323,Conv;34;10;relu
144,0.10555774,Conv;34;10;relu
145,0.10665087,Conv;34;10;relu
146,0.107760906,Conv;34;10;relu
147,0.10888713,Conv;34;10;relu
148,0.110013604,Conv;34;10;relu
149,0.11114289,Conv;34;10;relu
150,0.11228146,Conv;34;10;relu
151,0.113430806,Conv;34;10;relu
152,0.11458913,Conv;34;10;relu
153,0.11575266,Conv;34;10;relu
154,0.116917744,Conv;34;10;relu
155,0.11808157,Conv;34;10;relu
156,0.119242586,Conv;34;10;relu
157,0.12040741,Conv;34;10;relu
158,0.1215732,Conv;34;10;relu
159,0.12273805,Conv;34;10;relu
160,0.123906106,Conv;34;10;relu
161,0.12507458,Conv;34;10;relu
162,0.12624688,Conv;34;10;relu
163,0.12741211,Conv;34;10;relu
164,0.12856427,Conv;34;10;relu
165,0.12970781,Conv;34;10;relu
166,0.1308435,Conv;34;10;relu
167,0.13196571,Conv;34;10;relu
168,0.1330769,Conv;34;10;relu
169,0.13417855,Conv;34;10;relu
170,0.13527392,Conv;34;10;relu
171,0.13636224,Conv;34;10;relu
172,0.13744085,Conv;34;10;relu
173,0.13851133,Conv;34;10;relu
174,0.13957417,Conv;34;10;relu
175,0.14063257,Conv;34;10;relu
176,0.14168885,Conv;34;10;relu
177,0.14274703,Conv;34;10;relu
178,0.14380921,Conv;34;10;relu
179,0.14487883,Conv;34;10;relu
180,0.14595324,Conv;34;10;relu
181,0.14702362,Conv;34;10;relu
182,0.14808455,Conv;34;10;relu
183,0.14912455,Conv;34;10;relu
184,0.1501416,Conv;34;10;relu
185,0.15113859,Conv;34;10;relu
186,0.1521161,Conv;34;10;relu
187,0.15306388,Conv;34;10;relu
188,0.15398185,Conv;34;10;relu
189,0.15486898,Conv;34;10;relu
190,0.15572447,Conv;34;10;relu
191,0.15654644,Conv;34;10;relu
192,0.15733582,Conv;34;10;relu
193,0.15809588,Conv;34;10;relu
194,0.15882811,Conv;34;10;relu
195,0.15953644,Conv;34;10;relu
196,0.16022548,Conv;34;10;relu
197,0.16090116,Conv;34;10;relu
198,0.16156945,Conv;34;10;relu
199,0.16223687,Conv;34;10;relu
200,0.16290629,Conv;34;10;relu
1,0.0027310431,Conv;34;10;relu
2,0.004329957,Conv;34;10;relu
3,0.0055320165,Conv;34;10;relu
4,0.0066649322,Conv;34;10;relu
5,0.0075621153,Conv;34;10;relu
6,0.008456864,Conv;34;10;relu
7,0.009274262,Conv;34;10;relu
8,0.009978406,Conv;34;10;relu
9,0.010485215,Conv;34;10;relu
10,0.010863849,Conv;34;10;relu
11,0.011073894,Conv;34;10;relu
12,0.011182897,Conv;34;10;relu
13,0.0114074955,Conv;34;10;relu
14,0.011829914,Conv;34;10;relu
15,0.012395443,Conv;34;10;relu
16,0.01297102,Conv;34;10;relu
17,0.013533477,Conv;34;10;relu
18,0.014068224,Conv;34;10;relu
19,0.01463633,Conv;34;10;relu
20,0.015204746,Conv;34;10;relu
21,0.015693178,Conv;34;10;relu
22,0.016212385,Conv;34;10;relu
23,0.01669392,Conv;34;10;relu
24,0.017156119,Conv;34;10;relu
25,0.017634848,Conv;34;10;relu
26,0.018105399,Conv;34;10;relu
27,0.018581485,Conv;34;10;relu
28,0.01904948,Conv;34;10;relu
29,0.019534927,Conv;34;10;relu
30,0.019923229,Conv;34;10;relu
31,0.020304607,Conv;34;10;relu
32,0.020570487,Conv;34;10;relu
33,0.020838317,Conv;34;10;relu
34,0.021170154,Conv;34;10;relu
35,0.021438064,Conv;34;10;relu
36,0.021706404,Conv;34;10;relu
37,0.022071643,Conv;34;10;relu
38,0.02239894,Conv;34;10;relu
39,0.022764057,Conv;34;10;relu
40,0.023182431,Conv;34;10;relu
41,0.023557294,Conv;34;10;relu
42,0.023905776,Conv;34;10;relu
43,0.024253527,Conv;34;10;relu
44,0.024606341,Conv;34;10;relu
45,0.024944026,Conv;34;10;relu
46,0.02529721,Conv;34;10;relu
47,0.02565247,Conv;34;10;relu
48,0.02600466,Conv;34;10;relu
49,0.026343009,Conv;34;10;relu
50,0.026715191,Conv;34;10;relu
51,0.027117467,Conv;34;10;relu
52,0.027527222,Conv;34;10;relu
53,0.027917119,Conv;34;10;relu
54,0.028298488,Conv;34;10;relu
55,0.028694693,Conv;34;10;relu
56,0.029110244,Conv;34;10;relu
57,0.029525278,Conv;34;10;relu
58,0.029925168,Conv;34;10;relu
59,0.030320562,Conv;34;10;relu
60,0.030706171,Conv;34;10;relu
61,0.031088307,Conv;34;10;relu
62,0.031450115,Conv;34;10;relu
63,0.031837672,Conv;34;10;relu
64,0.032233015,Conv;34;10;relu
65,0.032638192,Conv;34;10;relu
66,0.033038728,Conv;34;10;relu
67,0.03344043,Conv;34;10;relu
68,0.03383852,Conv;34;10;relu
69,0.034260113,Conv;34;10;relu
70,0.03469124,Conv;34;10;relu
71,0.03515715,Conv;34;10;relu
72,0.03562116,Conv;34;10;relu
73,0.036061656,Conv;34;10;relu
74,0.036529545,Conv;34;10;relu
75,0.037014063,Conv;34;10;relu
76,0.037493065,Conv;34;10;relu
77,0.037988868,Conv;34;10;relu
78,0.038503457,Conv;34;10;relu
79,0.039063487,Conv;34;10;relu
80,0.03965447,Conv;34;10;relu
81,0.040270373,Conv;34;10;relu
82,0.04090927,Conv;34;10;relu
83,0.04158054,Conv;34;10;relu
84,0.04228281,Conv;34;10;relu
85,0.043022227,Conv;34;10;relu
86,0.04378926,Conv;34;10;relu
87,0.044593483,Conv;34;10;relu
88,0.045434028,Conv;34;10;relu
89,0.046304364,Conv;34;10;relu
90,0.047187004,Conv;34;10;relu
91,0.0480871,Conv;34;10;relu
92,0.04900025,Conv;34;10;relu
93,0.04994115,Conv;34;10;relu
94,0.05090981,Conv;34;10;relu
95,0.0518911,Conv;34;10;relu
96,0.052863415,Conv;34;10;relu
97,0.053839754,Conv;34;10;relu
98,0.054832257,Conv;34;10;relu
99,0.055841766,Conv;34;10;relu
100,0.056876365,Conv;34;10;relu
101,0.057927627,Conv;34;10;relu
102,0.058988165,Conv;34;10;relu
103,0.060088515,Conv;34;10;relu
104,0.06123114,Conv;34;10;relu
105,0.062396344,Conv;34;10;relu
106,0.06357051,Conv;34;10;relu
107,0.06475096,Conv;34;10;relu
108,0.06594074,Conv;34;10;relu
109,0.06713869,Conv;34;10;relu
110,0.06834451,Conv;34;10;relu
111,0.06957122,Conv;34;10;relu
112,0.070811525,Conv;34;10;relu
113,0.072067454,Conv;34;10;relu
114,0.07333222,Conv;34;10;relu
115,0.074606635,Conv;34;10;relu
116,0.07588762,Conv;34;10;relu
117,0.07718922,Conv;34;10;relu
118,0.078511745,Conv;34;10;relu
119,0.079850994,Conv;34;10;relu
120,0.08120966,Conv;34;10;relu
121,0.08259171,Conv;34;10;relu
122,0.08398392,Conv;34;10;relu
123,0.0853925,Conv;34;10;relu
124,0.08682812,Conv;34;10;relu
125,0.08829117,Conv;34;10;relu
126,0.089779526,Conv;34;10;relu
127,0.091290765,Conv;34;10;relu
128,0.09282991,Conv;34;10;relu
129,0.094385356,Conv;34;10;relu
130,0.09596152,Conv;34;10;relu
131,0.097559065,Conv;34;10;relu
132,0.09917843,Conv;34;10;relu
133,0.10082037,Conv;34;10;relu
134,0.102484174,Conv;34;10;relu
